openness,conscientiousness,agreeableness,extraversion,neuroticism,descriptive,normative,ca1,ca2,ca3,ca4,ca5,ca6,ca7,ca8,ca_average,c/a,ao1,ao2,ao3,ao4,ao5,ao6,ao7,ao8,ao_average,a/o,oc1,oc2,oc3,oc4,oc5,oc6,oc7,oc8,oc_average,o/c,en1,en2,en3,en4,en5,en6,en7,en8,en_average,e/n,dn1,dn2,dn3,dn4,dn5,dn6,dn7,dn8,dn_average,d/n,age,extentfeminine,extentconservative,extenthumanities,extentcapitalism,gender,svo
889,599,512,510,290,540,160,0,15,95,55,12,0,0,88,33,1.17,23,0,100,89,31,84,50,76,57,0.576,50,0,75,10,0,4,25,0,21,1.484,92,0,87,0,11,5,95,0,36,1.759,15,0,26,26,10,0,0,83,20,3.38,17,11,36,74,50,1,23.839
555,660,485,607,93,419,181,0,0,100,0,2,29,0,77,26,1.361,28,0,100,100,0,0,29,24,35,0.874,48,24,0,47,0,0,56,22,25,0.841,66,0,17,0,1,0,0,9,12,6.527,0,0,0,96,22,1,0,62,23,2.31,16,0,66,74,95,1,-16.26
925,476,799,364,336,498,302,0,90,81,84,29,100,0,100,61,0.596,79,25,0,2,100,86,0,93,48,0.864,100,30,0,0,0,0,0,30,20,1.943,100,50,24,23,0,100,35,4,42,1.083,0,79,23,100,100,0,0,0,38,1.65,16,100,14,24,30,0,32.158
739,866,795,348,452,503,297,37,37,100,55,11,7,41,62,44,1.089,25,37,37,96,7,75,3,75,44,1.076,70,72,42,17,10,79,76,50,52,0.853,90,71,13,28,74,77,72,27,57,0.77,0,84,50,17,26,16,22,82,37,1.69,16,87,27,87,60,0,45.892
878,740,782,377,423,450,350,29,70,100,27,96,25,30,0,47,0.946,15,5,15,71,92,67,30,100,49,0.891,0,78,21,16,15,83,54,50,40,1.186,99,98,75,20,0,91,27,13,53,0.891,57,94,50,0,85,38,26,0,44,1.29,17,100,0,75,16,0,27.884
881,602,917,578,222,572,228,38,34,82,62,84,33,56,80,59,0.656,29,31,27,37,66,66,26,70,44,1.041,36,69,25,27,10,58,19,27,34,1.463,32,29,8,0,0,94,25,34,28,2.604,18,58,28,11,38,25,16,34,29,2.51,17,0,39,87,63,1,37.482
950,617,833,292,508,540,260,50,50,87,88,50,68,41,90,66,0.741,41,90,48,83,50,87,16,76,61,0.877,50,57,46,20,13,65,50,40,43,1.54,50,100,8,87,87,41,89,46,64,0.575,10,17,54,64,50,23,39,3,33,2.08,17,73,16,37,50,0,22.494
1057,612,731,613,187,325,475,26,62,100,53,38,11,37,47,47,0.837,75,42,62,11,63,75,26,89,55,0.692,25,74,0,0,25,12,25,25,23,1.727,13,26,87,0,11,25,25,0,23,3.278,100,100,48,100,12,24,39,52,59,0.68,17,100,14,81,44,0,45
908,605,887,425,375,311,489,50,7,100,54,99,74,15,95,62,0.682,71,44,100,0,0,92,0,100,51,0.977,0,86,50,3,3,25,84,48,37,1.501,36,100,22,31,49,33,100,4,47,1.133,74,92,62,8,46,27,80,100,61,0.64,17,100,8,91,20,0,53.366
843,503,1054,504,296,527,273,53,74,89,55,94,76,23,59,65,0.477,61,12,45,55,7,40,4,45,34,1.25,22,62,10,21,7,74,9,21,28,1.676,88,19,18,40,80,11,25,15,37,1.703,0,68,49,7,40,26,74,9,34,1.93,17,83,75,42,74,0,35.51
554,807,1039,497,303,567,233,50,85,100,40,2,17,73,78,56,0.777,5,5,26,50,22,23,25,50,26,1.875,26,73,76,45,19,83,80,50,57,0.686,5,64,50,94,26,0,26,38,38,1.64,50,14,16,26,27,14,28,58,29,2.43,24,83,50,68,74,0,37.482
886,608,906,579,221,386,414,68,26,94,74,27,92,40,81,63,0.671,50,50,74,0,26,84,25,87,50,1.023,16,64,73,15,18,43,50,31,39,1.457,12,50,13,51,50,13,14,18,28,2.62,74,90,50,74,15,74,37,0,52,0.93,17,76,27,73,26,0,60.67
747,720,933,391,409,467,333,40,70,93,37,71,26,35,56,54,0.772,31,32,33,26,24,78,35,36,37,1.249,13,77,83,22,9,76,25,43,44,1.038,80,77,0,87,40,24,77,24,51,0.956,26,95,63,68,30,18,1,32,42,1.4,17,99,25,16,33,0,37.482
874,765,761,440,360,648,152,50,1,75,70,100,6,25,50,47,1.005,50,24,74,23,3,98,70,74,52,0.871,22,50,25,5,32,96,72,40,43,1.142,50,7,1,37,100,25,74,66,45,1.222,2,2,50,22,26,25,0,25,19,4.26,17,99,24,50,24,0,27.132
1084,677,639,364,436,350,450,73,26,6,38,84,26,38,67,45,1.059,82,33,62,90,61,79,86,26,65,0.589,17,63,0,21,16,87,14,17,29,1.601,85,10,39,76,88,18,83,37,55,0.835,84,91,36,17,34,13,100,75,56,0.78,17,73,26,100,33,0,37.482
930,671,799,506,294,645,155,31,0,86,43,14,15,65,84,42,0.84,85,11,25,89,0,71,29,29,42,0.859,8,34,16,27,12,89,9,14,26,1.386,10,79,26,8,84,12,75,0,37,1.721,12,8,93,0,19,12,0,11,19,4.16,17,0,64,13,68,1,37.482
973,434,993,321,479,497,303,54,43,100,91,84,42,90,50,69,0.437,100,2,58,5,21,85,10,80,45,1.021,0,68,0,4,19,74,16,7,24,2.242,93,60,98,10,65,88,31,34,60,0.67,2,100,20,17,38,32,0,94,38,1.64,17,100,0,23,26,0,36.444
894,651,855,502,298,336,464,50,50,71,50,50,50,47,94,58,0.761,47,50,50,44,50,50,50,66,51,0.956,50,50,50,0,17,44,55,47,39,1.373,25,50,50,50,51,18,42,12,37,1.685,52,100,50,50,50,42,45,75,58,0.72,17,87,28,63,70,0,37.482
913,749,738,401,399,571,229,25,19,81,75,89,17,8,24,42,1.015,86,19,48,86,19,81,23,38,50,0.808,24,21,67,27,16,80,31,21,36,1.219,91,82,0,76,42,75,9,24,50,1.005,18,75,0,30,15,17,48,26,29,2.49,16,4,73,98,94,1,7.815
928,715,757,468,332,443,357,50,0,0,74,27,28,50,50,35,0.945,100,0,72,0,0,50,50,50,40,0.816,26,74,0,0,27,50,17,0,24,1.298,72,100,50,27,29,27,0,27,42,1.41,100,100,50,26,27,26,0,28,45,1.24,17,0,50,0,100,1,32.158
1062,596,742,547,253,378,422,32,82,84,72,84,2,86,11,57,0.803,95,15,67,72,89,82,17,74,64,0.699,16,4,12,5,4,86,95,27,31,1.782,8,97,3,12,12,15,90,16,32,2.162,86,100,50,15,66,84,5,16,53,0.9,16,100,4,38,59,0,37.482
1048,608,744,219,581,396,404,50,12,99,32,99,4,80,85,58,0.817,100,96,79,96,4,82,10,50,65,0.71,80,10,23,99,1,10,19,27,34,1.724,93,94,86,82,78,94,50,4,73,0.377,24,1,6,96,18,86,75,98,51,0.98,18,37,32,85,64,0,45
703,740,957,531,269,317,483,66,0,96,88,22,21,42,100,54,0.773,37,0,74,24,0,78,8,57,35,1.361,86,91,72,27,13,5,27,54,47,0.95,53,0,74,0,9,5,96,32,34,1.974,30,44,50,100,27,87,95,50,60,0.66,17,0,25,75,73,1,45.892
967,643,790,188,612,262,538,38,76,100,25,50,78,29,25,53,0.814,92,63,32,74,42,90,8,30,54,0.817,56,63,25,19,0,90,11,0,33,1.504,89,37,100,74,90,86,65,71,77,0.307,62,88,74,87,86,15,50,76,67,0.49,16,100,7,100,14,0,25.423
975,599,826,425,375,624,176,50,75,0,75,75,26,26,100,53,0.725,0,25,100,0,76,100,0,100,50,0.847,75,76,0,0,0,0,25,50,28,1.628,0,100,50,0,100,25,100,0,47,1.133,0,50,76,0,25,25,0,0,22,3.55,17,25,26,76,50,1,37.482
892,700,808,350,450,533,267,53,91,12,96,34,37,81,80,61,0.866,84,72,86,12,42,81,19,80,60,0.906,83,96,22,66,5,95,0,17,48,1.274,90,100,29,3,92,42,80,14,56,0.778,0,71,24,6,66,11,11,78,33,2,16,17,0,51,0,1,61.39
945,771,684,541,259,543,257,26,11,100,33,21,44,36,50,40,1.127,60,84,89,65,19,44,26,50,55,0.724,16,48,0,16,18,60,89,45,37,1.226,19,38,14,33,23,26,74,32,32,2.089,21,39,50,14,26,21,11,75,32,2.11,17,51,22,7,72,0,30.429
977,863,560,338,562,407,293,50,41,80,45,27,24,27,95,49,1.541,91,64,83,92,40,86,39,73,71,0.573,89,19,75,22,39,75,44,50,52,1.132,97,43,72,50,41,97,62,50,64,0.601,46,89,50,40,19,3,50,46,43,1.39,16,100,26,87,74,0,7.815
686,928,786,552,248,477,323,52,44,25,44,25,14,28,36,34,1.181,13,45,44,8,24,47,26,75,35,1.146,27,39,24,73,73,25,76,59,50,0.739,25,76,26,38,9,24,26,24,31,2.226,47,25,74,38,26,24,26,63,40,1.48,17,12,62,14,36,1,4.556
939,650,811,353,447,364,436,73,13,100,53,74,50,13,100,60,0.801,87,60,63,60,26,89,10,70,58,0.864,86,69,2,18,5,50,38,58,41,1.445,74,98,12,74,74,91,11,13,56,0.79,74,74,50,26,27,73,42,70,55,0.83,16,78,24,50,74,0,9.118
770,796,834,427,373,586,214,13,80,0,86,100,31,26,92,54,0.954,85,20,34,29,50,97,15,64,49,1.083,100,50,85,97,6,24,12,50,53,0.967,100,29,85,37,71,12,26,13,47,1.145,15,86,11,78,0,20,0,4,27,2.74,17,84,72,36,54,0,34.875
857,704,839,450,350,541,259,82,4,79,92,71,22,13,50,52,0.839,0,26,67,73,53,25,30,100,47,0.979,17,100,89,11,14,26,25,35,40,1.217,27,94,100,0,95,0,0,34,44,1.286,87,9,66,8,0,58,0,31,32,2.09,17,7,12,26,30,1,37.482
795,867,738,391,409,485,315,27,86,0,64,98,38,24,70,51,1.175,100,79,28,86,74,74,6,22,59,0.928,4,95,100,26,25,88,86,50,59,0.917,84,0,11,72,28,100,85,29,51,0.956,14,89,57,0,26,100,5,24,39,1.54,18,100,50,50,74,0,30.619
681,872,847,309,491,351,449,36,18,90,50,26,84,26,74,51,1.03,75,18,38,25,24,87,16,74,45,1.244,75,88,20,26,39,90,88,50,60,0.781,93,92,35,75,85,57,36,18,61,0.629,36,90,50,15,57,87,50,64,56,0.78,16,74,50,27,75,0,34.875
867,853,680,484,316,274,526,50,26,50,50,26,20,19,88,41,1.254,27,34,87,100,16,100,50,35,56,0.784,0,73,50,74,50,27,81,27,48,1.016,0,100,20,100,18,0,50,28,40,1.532,100,100,38,62,0,100,100,26,66,0.52,17,50,50,100,36,0,37.482
745,713,942,509,291,486,314,50,25,88,80,74,33,39,74,58,0.757,50,37,30,74,28,26,1,75,40,1.264,75,26,1,60,74,75,15,50,47,1.045,74,44,6,75,27,37,27,1,36,1.749,35,75,50,13,7,76,25,33,39,1.55,17,13,34,64,38,1,36.773
601,750,1049,450,350,549,251,25,75,100,76,25,25,25,75,53,0.715,25,0,0,25,26,26,0,75,22,1.745,0,75,76,25,100,75,0,25,47,0.801,75,100,0,0,75,0,75,25,44,1.286,50,0,0,0,75,26,0,100,31,2.19,18,25,50,89,50,1,32.158
866,532,1002,278,522,454,346,27,72,76,74,100,87,75,76,73,0.531,78,13,74,50,0,100,27,43,48,1.157,86,99,50,0,0,74,0,10,40,1.628,50,82,74,66,74,76,100,0,65,0.533,50,3,40,0,33,100,39,81,43,1.31,17,93,8,37,32,0,37.014
876,799,725,475,325,474,326,50,0,100,100,50,0,75,50,53,1.102,50,25,100,50,50,75,50,100,63,0.828,100,50,0,25,50,75,100,24,53,1.096,100,25,100,25,50,0,0,25,41,1.462,25,100,75,0,0,76,0,50,41,1.45,17,50,25,75,50,1,32.563
727,805,868,509,291,458,342,60,62,74,25,16,26,27,74,46,0.927,26,20,27,83,73,25,16,26,37,1.194,0,27,27,81,73,27,74,60,46,0.903,0,100,27,50,45,26,15,28,36,1.749,50,27,73,73,3,86,2,28,43,1.34,16,0,50,74,50,1,28.787
836,642,822,490,310,350,450,32,13,78,11,79,34,64,81,49,0.781,3,5,75,92,0,100,15,80,46,0.983,8,88,8,19,0,79,32,0,29,1.302,81,64,2,37,14,0,95,17,39,1.581,89,95,26,28,22,12,95,83,56,0.78,16,57,18,100,38,0,32.158
835,578,987,388,412,423,377,38,67,96,61,25,88,70,43,61,0.586,90,25,46,35,25,22,19,39,38,1.182,7,64,9,20,26,87,29,24,33,1.445,26,74,13,70,80,75,14,60,52,0.942,65,75,58,25,65,41,36,12,47,1.12,17,98,6,2,14,0,52.907
1104,625,671,253,547,320,480,6,50,99,16,33,75,2,50,41,0.931,62,92,98,50,50,95,0,13,58,0.608,56,82,0,0,1,0,9,8,20,1.766,100,88,37,52,78,97,72,23,68,0.463,97,100,20,71,50,68,2,72,60,0.67,17,50,50,0,50,0,41.859
882,648,870,427,373,383,417,50,50,77,50,53,39,50,100,59,0.745,58,37,58,50,50,50,38,58,50,0.986,25,50,39,19,34,50,50,50,40,1.361,57,50,32,46,38,50,50,50,47,1.145,30,50,66,63,50,50,58,50,52,0.92,17,26,37,74,69,1,38.047
984,663,753,520,280,526,274,26,100,100,15,22,0,88,100,56,0.88,95,41,100,78,0,74,10,100,62,0.765,77,100,0,8,0,63,25,41,39,1.484,80,11,100,0,80,0,9,0,35,1.857,0,100,0,74,0,0,100,0,34,1.92,17,73,16,81,74,0,37.482
933,589,878,574,226,482,318,26,73,100,62,25,75,11,61,54,0.671,0,66,100,14,39,100,0,36,44,0.941,26,64,0,25,25,26,38,18,28,1.584,26,26,0,23,38,24,89,0,28,2.54,22,100,50,74,30,15,0,27,40,1.52,17,91,19,50,78,0,45
784,459,1157,473,327,433,367,50,24,100,50,75,67,100,100,71,0.397,25,0,73,0,13,27,0,71,26,1.476,35,87,0,36,0,13,27,27,28,1.708,25,83,86,14,75,25,19,0,41,1.446,13,100,50,100,18,36,0,50,46,1.18,17,100,65,25,50,0,34.875
910,843,647,401,399,554,246,36,78,7,37,71,73,28,85,52,1.303,94,73,24,70,25,78,8,96,59,0.711,39,33,74,12,8,66,78,14,41,1.079,82,84,25,26,67,12,73,30,50,1.005,15,9,95,15,10,3,15,84,31,2.25,16,81,12,73,63,0,45
542,790,1068,418,382,663,137,27,78,96,77,12,1,18,72,48,0.74,35,28,1,18,0,27,2,2,14,1.97,0,38,14,50,82,82,26,79,46,0.686,75,74,69,1,36,32,95,0,48,1.094,11,2,0,23,25,2,0,74,17,4.84,17,26,25,76,26,1,26.437
761,768,871,291,509,363,437,40,17,15,76,86,36,76,39,48,0.882,57,35,42,99,44,1,34,2,39,1.145,38,38,6,30,23,88,80,50,44,0.991,59,68,6,88,95,16,90,87,64,0.572,89,59,84,10,46,80,16,53,55,0.83,17,76,14,57,50,0,37.482
979,797,624,350,450,366,434,51,26,17,50,50,67,8,50,40,1.277,91,22,100,50,50,74,35,73,62,0.637,50,50,12,50,32,22,50,50,40,1.228,50,86,67,46,70,50,50,31,56,0.778,50,96,50,74,50,50,36,28,54,0.84,16,100,14,44,27,0,41.832
871,692,837,568,232,554,246,50,74,17,74,13,13,27,100,46,0.827,87,15,100,38,0,25,0,66,41,0.961,0,74,26,9,0,100,23,28,33,1.259,25,87,50,0,8,12,50,0,29,2.448,25,50,0,0,0,0,83,88,31,2.25,17,89,0,100,14,0,35.157
815,797,788,387,413,460,340,50,37,26,50,27,50,50,63,44,1.011,50,39,50,36,50,76,14,50,46,0.967,50,50,26,50,25,24,75,50,44,1.023,50,50,50,16,72,75,50,50,52,0.937,26,64,50,50,26,50,24,50,43,1.35,18,37,14,11,100,1,39.472
1065,642,693,642,158,555,245,50,12,100,87,80,26,26,50,54,0.926,12,74,91,100,50,88,50,73,67,0.651,5,84,100,18,6,10,0,50,34,1.659,0,100,0,0,1,0,31,26,20,4.063,0,100,15,24,25,0,0,81,31,2.27,17,70,19,87,70,0,2.095
917,755,728,348,452,594,206,34,0,57,50,58,71,69,49,49,1.037,61,77,77,53,44,72,52,24,58,0.794,55,49,37,38,0,53,94,17,43,1.215,84,52,33,55,53,81,53,41,57,0.77,36,40,53,42,35,0,0,0,26,2.88,17,25,17,34,22,1,34.875
767,930,703,591,209,646,154,50,10,0,54,4,22,0,100,30,1.323,58,26,75,55,23,22,0,78,42,0.917,3,65,100,21,15,54,66,46,46,0.825,29,79,12,38,10,21,0,20,26,2.828,0,76,51,23,0,0,4,0,19,4.19,17,0,70,25,100,1,7.815
856,664,880,440,360,395,405,33,86,77,50,90,25,60,35,57,0.755,79,50,75,13,50,93,5,11,47,1.028,12,87,75,14,31,86,8,7,40,1.289,65,86,50,38,68,25,13,15,45,1.222,21,94,89,93,26,50,6,26,51,0.98,17,100,75,26,26,0,26.565
672,542,1186,671,129,571,229,46,87,100,69,100,75,73,65,77,0.457,0,43,38,0,58,74,0,16,29,1.765,91,74,14,0,2,100,16,60,45,1.24,17,12,74,26,0,0,0,0,16,5.202,100,13,16,0,74,0,0,26,29,2.49,17,100,50,41,58,0,45
807,616,977,436,364,484,316,89,12,100,100,66,55,3,89,64,0.631,0,0,100,34,3,100,0,100,42,1.211,31,100,0,53,0,15,69,62,41,1.31,100,0,20,0,25,0,100,19,33,1.198,0,25,0,100,75,16,0,100,40,1.53,17,50,25,62,50,1,37.482
860,593,947,523,277,508,292,45,29,98,77,74,87,64,72,68,0.626,67,65,59,63,60,25,0,60,50,1.101,80,100,12,18,29,28,30,42,42,1.45,82,24,6,36,73,7,28,21,35,1.888,76,50,50,15,33,40,13,15,37,1.74,17,16,25,36,87,1,37.482
835,958,607,550,250,601,199,7,1,97,99,5,4,0,10,28,1.578,63,19,100,96,6,75,0,57,52,0.727,84,100,10,90,1,90,1,5,48,0.872,87,0,2,2,99,9,50,1,31,2.2,3,1,25,3,66,98,0,3,25,3.02,17,13,72,38,50,1,34.249
850,719,831,679,121,597,203,6,26,72,59,100,72,50,100,61,0.865,23,27,99,41,62,77,25,100,57,0.978,26,98,27,40,0,74,75,64,51,1.182,27,50,42,1,0,0,1,0,15,5.612,3,73,26,27,25,0,25,24,25,2.94,17,76,14,86,53,0,35.51
742,875,783,481,319,327,473,36,66,12,24,18,33,83,100,47,1.117,22,32,80,80,24,50,26,75,49,1.055,16,81,30,75,15,61,86,83,56,0.848,74,23,74,37,25,35,27,24,40,1.508,24,78,50,84,24,13,100,100,59,0.69,17,100,13,84,74,0,34.875
893,475,1032,544,256,492,308,36,91,100,76,96,100,18,100,77,0.46,37,5,100,14,24,96,9,100,48,1.156,87,100,0,5,0,76,0,24,37,1.88,5,91,37,9,100,0,5,9,32,2.125,0,100,0,24,10,14,96,64,39,1.6,16,100,0,94,0,0,61.39
1206,897,497,369,231,493,307,20,22,100,75,0,0,25,22,33,1.805,72,100,78,100,24,79,69,76,75,0.412,100,25,25,0,75,25,72,14,42,1.344,22,11,0,76,11,24,87,25,32,1.597,12,75,26,78,22,74,0,20,38,1.61,17,0,25,64,50,1,24.228
1004,683,713,495,305,390,410,50,25,84,69,96,39,36,14,52,0.958,36,62,64,70,50,88,38,92,63,0.71,50,100,15,1,16,17,70,27,37,1.47,69,27,58,30,37,27,38,19,38,1.623,35,67,50,67,50,41,50,50,51,0.95,17,100,16,82,22,0,32.409
968,379,1053,213,587,279,521,86,54,100,100,91,79,62,81,82,0.36,93,34,35,69,35,84,26,24,50,1.088,0,100,33,16,18,33,14,18,29,2.554,89,98,23,45,92,85,88,67,73,0.363,90,97,88,18,85,8,100,35,65,0.54,17,76,13,100,30,1,37.482
992,485,923,473,327,405,395,26,73,98,99,74,74,26,27,62,0.525,26,73,50,26,50,50,0,99,47,0.93,26,50,2,27,2,25,25,25,23,2.045,97,2,26,3,74,0,99,26,41,1.446,50,24,0,50,96,25,75,75,49,1.03,17,98,24,50,74,0,34.875
820,503,1077,352,448,524,276,84,84,100,23,80,92,33,6,63,0.467,13,20,88,7,0,0,7,90,28,1.313,0,80,0,27,18,69,2,9,26,1.63,9,89,83,74,87,4,84,18,56,0.786,4,14,50,7,9,90,99,3,35,1.9,16,34,16,75,56,0,29.373
1113,636,651,543,257,540,260,37,0,88,50,26,88,85,74,56,0.977,86,75,72,86,73,100,26,79,75,0.585,86,61,11,0,38,1,37,50,36,1.75,44,87,1,13,26,0,86,0,32,2.113,0,95,63,8,30,26,13,25,33,2.08,18,13,13,2,50,1,37.482
785,861,754,371,429,635,165,43,8,100,33,75,13,17,81,46,1.142,37,18,86,43,59,64,28,81,52,0.961,91,75,100,25,20,45,50,25,54,0.912,67,75,0,43,77,17,100,50,54,0.865,6,0,63,7,0,45,0,44,21,3.85,16,0,44,25,43,1,7.815
954,675,771,477,323,605,195,14,13,91,82,81,17,14,86,50,0.875,88,15,93,25,15,91,11,89,53,0.808,86,11,79,20,6,32,19,20,34,1.413,24,11,13,62,80,17,88,28,40,1.477,20,13,20,20,10,88,0,24,24,3.1,17,84,26,74,67,0,27.711
612,800,988,400,400,572,228,50,96,0,50,26,75,89,88,59,0.81,84,38,12,14,100,25,0,13,36,1.614,100,74,12,100,25,76,37,50,59,0.765,97,37,0,50,86,74,0,56,50,1,25,0,38,50,13,15,0,87,29,2.51,17,88,25,37,50,0,45
780,632,988,518,282,483,317,50,0,85,26,66,66,70,39,50,0.64,12,25,22,33,41,78,26,44,35,1.267,39,37,32,15,61,32,60,58,42,1.234,14,59,11,37,60,18,68,15,35,1.837,19,79,55,34,15,41,31,43,40,1.52,17,86,20,87,38,0,52.907
843,525,1032,614,186,587,213,50,25,99,50,99,87,12,99,65,0.509,1,12,74,75,1,99,1,26,36,1.224,93,74,1,14,14,10,26,14,31,1.606,13,13,1,26,99,1,26,7,23,3.301,2,90,74,2,6,13,1,25,27,2.76,17,98,28,28,13,0,37.093
822,917,661,592,208,453,347,20,1,0,34,0,22,5,85,21,1.387,28,26,94,23,14,100,3,18,38,0.804,18,61,21,0,35,13,86,50,36,0.896,92,2,4,3,5,20,81,1,26,2.846,98,84,45,81,32,0,4,3,43,1.31,17,72,10,51,50,0,37.482
857,734,709,567,333,446,354,50,0,50,50,28,0,28,100,38,1.035,30,48,52,100,0,68,27,72,50,0.827,26,0,37,59,68,0,100,50,43,1.168,24,42,28,75,8,11,45,50,35,1.703,29,72,50,66,22,65,50,50,51,1.26,17,0,18,75,69,1,7.815
827,650,923,508,292,395,405,50,25,100,87,50,73,50,84,65,0.704,22,50,66,46,50,62,50,50,50,1.116,50,59,36,60,0,40,74,50,46,1.272,84,0,26,44,74,0,14,50,37,1.74,26,16,74,74,42,90,0,83,51,0.98,17,91,7,44,16,0,37.482
826,523,1051,476,324,408,392,79,83,100,75,62,74,66,48,73,0.498,24,17,28,11,100,25,38,93,42,1.272,80,74,15,9,6,78,8,40,39,1.579,26,80,0,37,76,4,86,15,41,1.469,17,7,50,11,70,96,75,66,49,1.04,17,30,22,87,41,1,34.875
970,512,918,383,417,370,430,48,100,36,62,92,79,75,100,74,0.558,68,30,64,47,89,59,24,93,59,0.946,75,84,36,2,0,21,50,36,38,1.895,85,96,0,70,82,25,59,0,52,0.918,50,87,34,22,50,47,100,40,54,0.86,17,97,26,63,58,0,45
